,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HTGD,ATGD,HHGD,AHGD,DiffFormPts
0,2024-08-16,Man United,Fulham,-0.40319020091539864,-1.1904345307208835,1,-0.8478928585481879,-0.7429084307898843,0,-1.9769508706046934,-1.9568638074551656,M,M,M,M,M,M,-0.005998703082647927,-0.0005455644204540734,0.011300748868740204,-0.017529830458183297,0.02153645693636126
1,2024-08-17,Ipswich,Liverpool,-1.1817643819934098,0.4315687228160868,2,-0.8478928585481879,-0.7429084307898843,0,-1.9769508706046934,-1.9568638074551656,M,M,M,M,M,M,-0.005998703082647927,-0.0005455644204540734,0.011300748868740204,-0.017529830458183297,0.02153645693636126
2,2024-08-17,Arsenal,Wolves,0.3753839801626126,-1.1904345307208835,1,0.28804015768861885,-0.7429084307898843,1,-1.9769508706046934,-1.9568638074551656,M,M,M,M,M,M,-0.005998703082647927,-0.0005455644204540734,0.011300748868740204,-0.017529830458183297,0.02153645693636126
3,2024-08-17,Everton,Brighton,-1.1817643819934098,1.242570349584572,2,-0.8478928585481879,0.4063421803767875,2,-1.9769508706046934,-1.9568638074551656,M,M,M,M,M,M,-0.005998703082647927,-0.0005455644204540734,0.011300748868740204,-0.017529830458183297,0.02153645693636126
4,2024-08-17,Newcastle,Southampton,-0.40319020091539864,-1.1904345307208835,1,0.28804015768861885,-0.7429084307898843,1,-1.9769508706046934,-1.9568638074551656,M,M,M,M,M,M,-0.005998703082647927,-0.0005455644204540734,0.011300748868740204,-0.017529830458183297,0.02153645693636126
5,2024-08-17,Nott'm Forest,Bournemouth,-0.40319020091539864,-0.3794329039523983,0,0.28804015768861885,-0.7429084307898843,1,-1.9769508706046934,-1.9568638074551656,M,M,M,M,M,M,-0.005998703082647927,-0.0005455644204540734,0.011300748868740204,-0.017529830458183297,0.02153645693636126
6,2024-08-17,West Ham,Aston Villa,-0.40319020091539864,0.4315687228160868,2,0.28804015768861885,0.4063421803767875,0,-1.9769508706046934,-1.9568638074551656,M,M,M,M,M,M,-0.005998703082647927,-0.0005455644204540734,0.011300748868740204,-0.017529830458183297,0.02153645693636126
7,2024-08-18,Brentford,Crystal Palace,0.3753839801626126,-0.3794329039523983,1,0.28804015768861885,-0.7429084307898843,1,-1.9769508706046934,-1.9568638074551656,M,M,M,M,M,M,-0.005998703082647927,-0.0005455644204540734,0.011300748868740204,-0.017529830458183297,0.02153645693636126
8,2024-08-18,Chelsea,Man City,-1.1817643819934098,0.4315687228160868,2,-0.8478928585481879,0.4063421803767875,2,-1.9769508706046934,-1.9568638074551656,M,M,M,M,M,M,-0.005998703082647927,-0.0005455644204540734,0.011300748868740204,-0.017529830458183297,0.02153645693636126
9,2024-08-19,Leicester,Tottenham,-0.40319020091539864,-0.3794329039523983,0,-0.8478928585481879,0.4063421803767875,2,-1.9769508706046934,-1.9568638074551656,M,M,M,M,M,M,-0.005998703082647927,-0.0005455644204540734,0.011300748868740204,-0.017529830458183297,0.02153645693636126
10,2024-08-24,Brighton,Man United,0.3753839801626126,-0.3794329039523983,1,0.28804015768861885,-0.7429084307898843,1,0.5594071639006468,0.5217409905357365,W,M,M,W,M,M,2.0456401966056363,0.665096516902131,1.2859839195587897,-0.017529830458183297,0.02153645693636126
11,2024-08-24,Crystal Palace,West Ham,-1.1817643819934098,0.4315687228160868,2,-0.8478928585481879,-0.7429084307898843,0,-1.9769508706046934,-1.9568638074551656,L,M,M,L,M,M,-0.689878336312076,-0.6661876457430392,-1.2633824218213092,-0.017529830458183297,0.02153645693636126
12,2024-08-24,Fulham,Leicester,0.3753839801626126,-0.3794329039523983,1,0.28804015768861885,0.4063421803767875,0,-1.9769508706046934,-1.130662208124865,L,M,M,D,M,M,-0.689878336312076,-0.0005455644204540734,0.011300748868740204,-1.2634974801592367,-1.0455426649722015
13,2024-08-24,Man City,Ipswich,1.9325323423186351,-0.3794329039523983,1,2.5599061901622324,0.4063421803767875,1,0.5594071639006468,-1.9568638074551656,W,M,M,L,M,M,1.3617605633762084,-1.3318297270656243,1.2859839195587897,-0.017529830458183297,3.2227738226620493
14,2024-08-24,Southampton,Nott'm Forest,-1.1817643819934098,-0.3794329039523983,2,-0.8478928585481879,-0.7429084307898843,0,-1.9769508706046934,-1.130662208124865,L,M,M,D,M,M,-0.689878336312076,-0.0005455644204540734,-1.2633824218213092,1.22843781924287,-1.0455426649722015
15,2024-08-24,Tottenham,Everton,1.9325323423186351,-1.1904345307208835,1,1.4239731739254256,-0.7429084307898843,1,-1.1314981924362466,-1.9568638074551656,D,M,M,L,M,M,-0.005998703082647927,-1.9974718083882093,1.2859839195587897,-1.2634974801592367,1.0886155788449239
16,2024-08-24,Aston Villa,Arsenal,-1.1817643819934098,0.4315687228160868,2,-0.8478928585481879,-0.7429084307898843,0,0.5594071639006468,0.5217409905357365,W,M,M,W,M,M,0.6778809301467802,1.3307385982247162,0.011300748868740204,1.22843781924287,0.02153645693636126
17,2024-08-25,Bournemouth,Newcastle,-0.40319020091539864,-0.3794329039523983,0,0.28804015768861885,-0.7429084307898843,1,-1.1314981924362466,0.5217409905357365,D,M,M,W,M,M,-0.005998703082647927,0.665096516902131,-1.2633824218213092,1.22843781924287,-2.1126217868807644
18,2024-08-25,Wolves,Chelsea,0.3753839801626126,3.6755752298900277,2,1.4239731739254256,1.5555927915434595,0,-1.9769508706046934,-1.9568638074551656,L,M,M,L,M,M,-1.3737579695415043,-1.3318297270656243,-1.2633824218213092,-1.2634974801592367,0.02153645693636126
19,2024-08-25,Liverpool,Brentford,0.3753839801626126,-1.1904345307208835,1,0.28804015768861885,-0.7429084307898843,1,0.5594071639006468,0.5217409905357365,W,M,M,W,M,M,1.3617605633762084,0.665096516902131,0.011300748868740204,1.22843781924287,0.02153645693636126
20,2024-08-31,Arsenal,Brighton,-0.40319020091539864,-0.3794329039523983,0,0.28804015768861885,-0.7429084307898843,1,1.4048598420690934,1.3479425898660373,W,W,M,W,W,M,1.8176803188624935,1.7744999857731063,0.8610895293287731,1.643760369143221,0.02153645693636126
21,2024-08-31,Brentford,Southampton,1.1539581612406238,-0.3794329039523983,1,0.28804015768861885,-0.7429084307898843,1,-0.28604551426779995,-1.9568638074551656,L,W,M,L,L,M,-0.4619184585689333,-0.8880683395172342,0.011300748868740204,-0.8481749302588855,2.155694700753487
22,2024-08-31,Everton,Bournemouth,0.3753839801626126,1.242570349584572,2,-0.8478928585481879,-0.7429084307898843,0,-1.9769508706046934,-0.8552616750147647,L,L,M,D,D,M,-3.197436991486646,-0.0005455644204540734,-2.5380655925113587,-0.017529830458183297,-1.401235705608389
23,2024-08-31,Ipswich,Fulham,-0.40319020091539864,-0.3794329039523983,0,0.28804015768861885,0.4063421803767875,0,-1.9769508706046934,-0.30446060879456416,L,L,M,W,L,M,-2.2855974805140753,-0.0005455644204540734,-1.6882768120513256,-0.017529830458183297,-2.1126217868807644
24,2024-08-31,Leicester,Aston Villa,-0.40319020091539864,0.4315687228160868,2,-0.8478928585481879,0.4063421803767875,2,-1.413315751825729,-0.30446060879456416,L,D,M,L,W,M,-0.4619184585689333,-0.4443069519688441,-0.8384880315912927,-0.017529830458183297,-1.401235705608389
25,2024-08-31,Nott'm Forest,Wolves,-0.40319020091539864,-0.3794329039523983,0,0.28804015768861885,0.4063421803767875,0,0.27758960451116443,-1.9568638074551656,W,D,M,L,L,M,0.44992105240363744,-2.663113889710795,0.8610895293287731,-0.8481749302588855,2.8670807820258615
26,2024-08-31,West Ham,Man City,-0.40319020091539864,1.242570349584572,2,0.28804015768861885,1.5555927915434595,2,-0.28604551426779995,1.3479425898660373,W,L,M,W,W,M,0.44992105240363744,2.2182613733214964,0.011300748868740204,2.474405468943923,-2.1126217868807644
27,2024-09-01,Chelsea,Crystal Palace,-0.40319020091539864,-0.3794329039523983,0,0.28804015768861885,-0.7429084307898843,1,-0.28604551426779995,-1.9568638074551656,W,L,M,L,L,M,0.9058408078899229,-1.3318297270656243,-0.8384880315912927,-0.8481749302588855,2.155694700753487
28,2024-09-01,Newcastle,Tottenham,0.3753839801626126,-0.3794329039523983,1,0.28804015768861885,-0.7429084307898843,1,0.27758960451116443,0.2463404574256362,D,W,M,W,D,M,0.44992105240363744,1.7744999857731063,0.011300748868740204,2.474405468943923,0.02153645693636126
29,2024-09-01,Man United,Liverpool,-1.1817643819934098,1.242570349584572,2,-0.8478928585481879,1.5555927915434595,2,-0.28604551426779995,1.3479425898660373,L,W,M,W,W,M,-0.005998703082647927,1.7744999857731063,-0.8384880315912927,0.8131152693425188,-2.1126217868807644
30,2024-09-14,Southampton,Man United,-1.1817643819934098,1.242570349584572,2,-0.8478928585481879,1.5555927915434595,2,-1.9769508706046934,-0.7175614084597145,L,L,L,L,L,W,-1.3737579695415043,-0.9990086864043318,-1.2633824218213092,-1.8864813050097633,-1.579082225926483
31,2024-09-14,Brighton,Ipswich,-1.1817643819934098,-1.1904345307208835,0,-0.8478928585481879,-0.7429084307898843,0,0.9821335029848701,-1.5437630077900153,D,W,W,D,L,L,1.3617605633762084,-1.6646507677269167,0.6486423342137649,-1.2634974801592367,3.2227738226620493
32,2024-09-14,Crystal Palace,Leicester,0.3753839801626126,0.4315687228160868,0,-0.8478928585481879,0.4063421803767875,2,-1.5542245315204701,-1.5437630077900153,D,L,L,L,L,D,-1.03181815292679,-0.6661876457430392,-1.2633824218213092,-1.2634974801592367,0.02153645693636126
33,2024-09-14,Fulham,West Ham,-0.40319020091539864,-0.3794329039523983,0,0.28804015768861885,-0.7429084307898843,1,-0.28604551426779995,-0.7175614084597145,D,W,L,L,W,L,-0.005998703082647927,-0.3333666050817466,0.011300748868740204,-0.64051365530871,0.5550760178906426
34,2024-09-14,Liverpool,Nott'm Forest,-1.1817643819934098,-0.3794329039523983,2,-0.8478928585481879,-0.7429084307898843,0,1.827586181153317,0.1086401908705862,W,W,W,D,W,D,2.3875800132203504,0.3322754762408385,1.9233255049038143,0.6054539943923434,2.155694700753487
35,2024-09-14,Man City,Brentford,0.3753839801626126,-0.3794329039523983,1,1.4239731739254256,0.4063421803767875,1,1.827586181153317,0.5217409905357365,W,W,W,W,L,W,2.3875800132203504,0.3322754762408385,2.560667090248839,0.6054539943923434,1.6221551397992053
36,2024-09-14,Aston Villa,Everton,1.1539581612406238,0.4315687228160868,1,0.28804015768861885,1.5555927915434595,2,0.5594071639006468,-1.9568638074551656,W,L,W,L,L,L,-0.005998703082647927,-2.663113889710795,0.6486423342137649,-1.8864813050097633,3.2227738226620493
37,2024-09-14,Bournemouth,Chelsea,-1.1817643819934098,-0.3794329039523983,2,-0.8478928585481879,-0.7429084307898843,0,0.1366808248164234,-0.30446060879456416,W,D,D,D,W,L,0.3359411135320661,0.665096516902131,0.011300748868740204,-0.017529830458183297,0.5550760178906426
38,2024-09-15,Tottenham,Arsenal,-1.1817643819934098,-0.3794329039523983,2,-0.8478928585481879,-0.7429084307898843,0,-0.28604551426779995,0.934841790200887,L,W,D,D,W,W,1.0198207467614944,1.3307385982247162,1.2859839195587897,1.22843781924287,-1.579082225926483
39,2024-09-15,Wolves,Newcastle,-0.40319020091539864,0.4315687228160868,2,0.28804015768861885,-0.7429084307898843,1,-1.5542245315204701,0.934841790200887,D,L,L,W,D,W,-2.0576376027709324,0.665096516902131,-0.6260408364762845,0.6054539943923434,-3.179700908789327
40,2024-09-21,West Ham,Chelsea,-1.1817643819934098,1.242570349584572,2,-0.8478928585481879,1.5555927915434595,2,-0.6242265855351786,0.3565006706696763,D,L,W,W,D,W,-0.2795505563744192,0.798224933166648,-1.0084457876832995,-0.017529830458183297,-1.258958489353914
41,2024-09-21,Aston Villa,Wolves,1.1539581612406238,-0.3794329039523983,1,-0.8478928585481879,0.4063421803767875,2,1.066678770801715,-1.6263831677230454,W,W,L,L,D,L,0.26755315020912335,-1.8643433921236923,0.011300748868740204,-0.017529830458183297,3.436189647043762
42,2024-09-21,Fulham,Newcastle,1.1539581612406238,-0.3794329039523983,1,1.4239731739254256,-0.7429084307898843,1,-0.28604551426779995,1.3479425898660373,D,D,W,W,W,D,-0.005998703082647927,0.798224933166648,0.52117401714476,-0.017529830458183297,-2.1126217868807644
43,2024-09-21,Leicester,Everton,-0.40319020091539864,-0.3794329039523983,0,-0.8478928585481879,0.4063421803767875,2,-1.300588728069936,-1.9568638074551656,D,L,L,L,L,L,-0.5531024096661905,-2.3968570571817605,-0.4985725194072796,-1.014303950219026,0.8751997544632115
44,2024-09-21,Liverpool,Bournemouth,1.1539581612406238,-1.1904345307208835,1,2.5599061901622324,-0.7429084307898843,1,1.066678770801715,-0.30446060879456416,L,W,W,L,W,D,1.6353124166679796,-0.0005455644204540734,1.5409205536967994,-0.017529830458183297,1.7288630519900616
45,2024-09-21,Southampton,Ipswich,-0.40319020091539864,-0.3794329039523983,0,0.28804015768861885,-0.7429084307898843,1,-1.9769508706046934,-1.295902527990925,L,L,L,D,D,L,-1.9208616761250468,-1.3318297270656243,-2.028192324235339,-1.014303950219026,-0.8321268405904889
46,2024-09-21,Tottenham,Brentford,1.1539581612406238,-0.3794329039523983,1,1.4239731739254256,0.4063421803767875,1,-0.6242265855351786,0.02602003093755605,L,L,W,L,W,L,0.5411050035008946,-0.0005455644204540734,1.0310472854207797,-0.017529830458183297,-0.8321268405904889
47,2024-09-21,Crystal Palace,Man United,-1.1817643819934098,-1.1904345307208835,0,-0.8478928585481879,-0.7429084307898843,0,-1.300588728069936,0.02602003093755605,D,D,L,W,L,L,-0.8266542629579616,-0.0005455644204540734,-1.5183190559593192,-0.5159168903386047,-1.6857901381173392
48,2024-09-22,Brighton,Nott'm Forest,0.3753839801626126,0.4315687228160868,0,1.4239731739254256,0.4063421803767875,1,0.7284976995343363,0.6869813104017969,D,D,W,W,D,W,1.0882087100844373,0.531968100637614,0.52117401714476,0.4808572294222381,0.02153645693636126
49,2024-09-22,Man City,Arsenal,0.3753839801626126,0.4315687228160868,0,0.28804015768861885,1.5555927915434595,2,2.0812219846038507,1.3479425898660373,W,W,W,W,D,W,2.1824161232515222,1.3307385982247162,2.560667090248839,0.9792442893026594,0.8751997544632115
50,2024-09-28,Newcastle,Man City,-0.40319020091539864,-0.3794329039523983,0,-0.8478928585481879,0.4063421803767875,2,0.8412247232901292,1.6233431229761373,L,W,W,D,W,W,0.22196117466049475,1.7744999857731063,-0.8384880315912927,1.643760369143221,-1.0455426649722015
51,2024-09-28,Arsenal,Leicester,1.9325323423186351,0.4315687228160868,1,1.4239731739254256,-0.7429084307898843,1,1.1230422826796111,-1.130662208124865,D,W,D,D,D,L,1.1338006856330658,-0.4443069519688441,1.2859839195587897,-0.8481749302588855,2.8670807820258615
52,2024-09-28,Brentford,West Ham,-0.40319020091539864,-0.3794329039523983,0,0.28804015768861885,-0.7429084307898843,1,-0.28604551426779995,-0.8552616750147647,L,L,W,L,D,L,-0.4619184585689333,-0.8880683395172342,-0.41359364136127624,-1.6788200300595877,0.7329225382087364
53,2024-09-28,Chelsea,Brighton,1.9325323423186351,0.4315687228160868,1,3.695839206399039,1.5555927915434595,1,0.8412247232901292,0.5217409905357365,W,W,D,D,D,D,1.3617605633762084,0.886977210676326,0.8610895293287731,0.8131152693425188,0.3772294975725488
54,2024-09-28,Everton,Crystal Palace,0.3753839801626126,-0.3794329039523983,1,-0.8478928585481879,0.4063421803767875,2,-1.6951333112152112,-1.130662208124865,D,L,L,D,D,D,-2.0576376027709324,-0.6661876457430392,-0.41359364136127624,-1.2634974801592367,-0.6898496243360138
55,2024-09-28,Nott'm Forest,Fulham,-1.1817643819934098,-0.3794329039523983,2,-0.8478928585481879,-0.7429084307898843,0,0.5594071639006468,0.2463404574256362,D,W,D,W,D,D,0.44992105240363744,0.443215823127936,0.011300748868740204,1.22843781924287,0.3772294975725488
56,2024-09-28,Wolves,Liverpool,-0.40319020091539864,0.4315687228160868,2,-0.8478928585481879,0.4063421803767875,2,-1.6951333112152112,1.3479425898660373,L,L,D,W,L,W,-2.0576376027709324,1.9963806795473014,0.4361951390987566,2.474405468943923,-3.891086990061702
57,2024-09-29,Ipswich,Aston Villa,0.3753839801626126,0.4315687228160868,0,0.28804015768861885,1.5555927915434595,2,-1.1314981924362466,1.3479425898660373,D,D,D,W,W,W,-1.1457980917983615,0.665096516902131,-1.2633824218213092,-0.43285238035853435,-3.179700908789327
58,2024-09-29,Man United,Tottenham,-1.1817643819934098,1.242570349584572,2,-0.8478928585481879,0.4063421803767875,2,-0.004227954878317584,-0.029060075684463803,D,W,L,W,L,L,-0.005998703082647927,0.886977210676326,-0.41359364136127624,1.22843781924287,0.02153645693636126
59,2024-09-30,Bournemouth,Southampton,1.1539581612406238,-0.3794329039523983,1,2.5599061901622324,-0.7429084307898843,1,-0.5678630736572822,-1.6814632743450653,L,L,W,D,L,L,-0.689878336312076,-1.5537104208398194,-1.2633824218213092,-1.2634974801592367,1.4443086194811114
60,2024-10-05,Crystal Palace,Liverpool,-1.1817643819934098,-0.3794329039523983,2,-0.8478928585481879,0.4063421803767875,2,-1.2522771464603104,1.5840001896746945,L,D,D,W,W,L,-0.7875754267734228,1.901288953644075,-0.7170896343827166,2.474405468943923,-2.722381285114229
61,2024-10-05,Arsenal,Southampton,1.1539581612406238,-0.3794329039523983,1,-0.8478928585481879,-0.7429084307898843,0,1.4048598420690934,-1.7208062076465085,W,D,W,L,D,L,1.3617605633762084,-1.7121966306785301,1.8322767069973822,-2.153474372802846,3.0703339481036833
62,2024-10-05,Brentford,Wolves,2.7111065233966465,1.242570349584572,1,3.695839206399039,1.5555927915434595,1,-0.28604551426779995,-1.7208062076465085,D,L,L,L,L,L,-0.3967870649280354,-1.9023800824849828,0.011300748868740204,-0.017529830458183297,0.9361757042865578
63,2024-10-05,Leicester,Bournemouth,-0.40319020091539864,-1.1904345307208835,1,0.28804015768861885,-0.7429084307898843,1,-1.2522771464603104,-0.06840300898590693,L,D,D,W,L,L,-0.7875754267734228,-0.19072901622690694,-1.4454800176341733,-0.017529830458183297,-1.5028622886473
64,2024-10-05,Man City,Fulham,1.1539581612406238,0.4315687228160868,1,0.28804015768861885,0.4063421803767875,0,1.4048598420690934,0.6397697904400652,D,D,W,W,W,D,1.557154744298902,0.5700047909989046,1.8322767069973822,1.050442440714148,0.02153645693636126
65,2024-10-05,West Ham,Ipswich,1.9325323423186351,-0.3794329039523983,1,1.4239731739254256,0.4063421803767875,1,-0.7691613303640552,-1.0126334082205364,D,L,D,D,D,D,-0.7875754267734228,-0.9514628234527186,-1.8096752092599018,-1.4414928586879585,0.32641620605309346
66,2024-10-05,Everton,Newcastle,-1.1817643819934098,-1.1904345307208835,0,-0.8478928585481879,-0.7429084307898843,0,-1.010719238412183,0.6397697904400652,W,D,L,D,L,W,-1.5691521504641979,0.18963788738599882,-0.7170896343827166,-1.0855021016305146,-1.1979825395305677
67,2024-10-06,Aston Villa,Man United,-1.1817643819934098,-1.1904345307208835,0,-0.8478928585481879,-0.7429084307898843,0,1.163301934020966,-0.30446060879456416,D,W,W,L,D,W,0.5801838396854333,-0.5710959198398127,0.011300748868740204,-0.7295113445730709,1.8508149516367542
68,2024-10-06,Chelsea,Nott'm Forest,-0.40319020091539864,-0.3794329039523983,0,-0.8478928585481879,-0.7429084307898843,0,1.163301934020966,0.1676545908227507,W,W,W,L,D,W,1.557154744298902,0.18963788738599882,1.4680815153716538,-0.017529830458183297,1.5459352025200221
69,2024-10-06,Brighton,Tottenham,1.1539581612406238,0.4315687228160868,1,-0.8478928585481879,1.5555927915434595,2,0.19707030182845547,0.40371219063140795,L,D,D,W,W,L,0.3847896587627396,1.3307385982247162,0.011300748868740204,1.4064331977715918,-0.8931027904138353
70,2024-10-19,Tottenham,West Ham,1.9325323423186351,-0.3794329039523983,1,0.28804015768861885,0.4063421803767875,0,0.1366808248164234,-0.30446060879456416,L,W,W,W,D,L,1.0198207467614944,-0.16695608475110033,1.9233255049038143,-1.2634974801592367,0.288306237413502
71,2024-10-19,Fulham,Aston Villa,-0.40319020091539864,1.242570349584572,2,0.28804015768861885,0.4063421803767875,0,0.3480439943585351,0.934841790200887,L,W,W,D,D,W,0.3359411135320661,0.49868599657148477,0.9673131268862772,-0.017529830458183297,-0.7787728844950608
72,2024-10-19,Ipswich,Everton,-1.1817643819934098,0.4315687228160868,2,-0.8478928585481879,1.5555927915434595,2,-1.1314981924362466,-0.9241118082922898,L,D,D,D,W,D,-1.3737579695415043,-1.3318297270656243,-1.5820532144938215,-0.64051365530871,-0.24523332354077942
73,2024-10-19,Man United,Brentford,0.3753839801626126,-0.3794329039523983,1,-0.8478928585481879,0.4063421803767875,2,-0.28604551426779995,0.1086401908705862,D,L,D,W,D,L,-0.518908428004719,-0.0005455644204540734,-0.6260408364762845,0.6054539943923434,-0.51200310401792
74,2024-10-19,Newcastle,Brighton,-1.1817643819934098,-0.3794329039523983,2,-0.8478928585481879,0.4063421803767875,2,0.5594071639006468,0.5217409905357365,D,D,L,W,L,D,0.1649712052247091,0.49868599657148477,-0.9447116291487969,-0.64051365530871,0.5550760178906426
75,2024-10-19,Southampton,Leicester,0.3753839801626126,1.242570349584572,2,1.4239731739254256,-0.7429084307898843,1,-1.7655877010625818,-0.7175614084597145,L,L,D,W,L,D,-1.8866676944635754,-0.4997771254123929,-1.900724007166334,-0.9520055677339733,-1.0455426649722015
76,2024-10-19,Bournemouth,Arsenal,0.3753839801626126,-1.1904345307208835,1,-0.8478928585481879,-0.7429084307898843,0,-0.28604551426779995,1.5544929896986126,L,W,L,W,W,D,-0.347938519697362,1.4971491185553625,-0.30737004380377214,1.5399297316681333,-1.3123124454493422
77,2024-10-20,Wolves,Man City,-0.40319020091539864,0.4315687228160868,2,0.28804015768861885,0.4063421803767875,0,-1.7655877010625818,1.5544929896986126,L,L,L,W,D,D,-2.0576376027709324,1.4971491185553625,-0.6260408364762845,1.5399297316681333,-2.6461613478350454
78,2024-10-20,Liverpool,Chelsea,0.3753839801626126,-0.3794329039523983,1,0.28804015768861885,-0.7429084307898843,1,1.827586181153317,0.934841790200887,W,W,W,D,W,W,1.8746702882982793,1.3307385982247162,2.560667090248839,1.22843781924287,0.288306237413502
79,2024-10-21,Nott'm Forest,Crystal Palace,-0.40319020091539864,-1.1904345307208835,1,-0.8478928585481879,-0.7429084307898843,0,0.1366808248164234,-1.33721260795744,D,L,D,L,L,D,0.1649712052247091,-0.8325981660736855,0.011300748868740204,-0.9520055677339733,0.8218457983677833
80,2024-10-25,Leicester,Nott'm Forest,-0.40319020091539864,1.242570349584572,2,0.28804015768861885,0.4063421803767875,0,-0.28604551426779995,0.4299408128323698,W,W,L,W,D,L,-0.3099452067401715,0.295295360611806,-1.4050138852313148,-0.017529830458183297,0.02153645693636126
81,2024-10-26,Aston Villa,Bournemouth,-0.40319020091539864,-0.3794329039523983,0,-0.8478928585481879,-0.7429084307898843,0,1.2169814691427718,0.06274010201890298,W,D,D,W,L,W,0.7538675560611612,-0.0005455644204540734,0.011300748868740204,-0.29441153039175066,1.207179925723653
82,2024-10-26,Brentford,Ipswich,1.9325323423186351,1.242570349584572,1,1.4239731739254256,1.5555927915434595,0,-0.09816714134147837,-1.2224623858282317,L,W,D,L,L,D,-0.15797195491140972,-1.4797501895817542,0.8610895293287731,-1.9557017299931552,0.2586651506938196
83,2024-10-26,Brighton,Wolves,0.3753839801626126,0.4315687228160868,0,0.28804015768861885,-0.7429084307898843,1,0.8412247232901292,-1.773263452048432,W,W,L,L,L,L,0.6018943042323993,-1.9235115771301443,-0.27196217795127076,-0.5712932303253181,1.9185660069960282
84,2024-10-26,Man City,Southampton,-0.40319020091539864,-1.1904345307208835,1,0.28804015768861885,-0.7429084307898843,1,1.7806165879217366,-1.773263452048432,W,W,D,L,L,L,1.5137338152049702,-1.7755911146140142,1.4276153829687952,-1.125056630192453,2.392823394510945
85,2024-10-26,Everton,Fulham,-0.40319020091539864,-0.3794329039523983,0,-0.8478928585481879,-0.7429084307898843,0,-0.47392388719412154,0.06274010201890298,W,D,W,L,L,W,-0.9178382140552187,-0.0005455644204540734,0.011300748868740204,0.8131152693425188,0.2586651506938196
86,2024-10-27,Chelsea,Newcastle,0.3753839801626126,-0.3794329039523983,1,0.28804015768861885,0.4063421803767875,0,0.6533463503638076,0.2463404574256362,L,D,W,L,D,D,1.057814059718685,-0.0005455644204540734,0.8610895293287731,-1.125056630192453,1.207179925723653
87,2024-10-27,Crystal Palace,Tottenham,-0.40319020091539864,-1.1904345307208835,1,0.28804015768861885,-0.7429084307898843,1,-1.413315751825729,0.4299408128323698,L,L,L,W,L,W,-0.9178382140552187,1.3307385982247162,-0.8384880315912927,1.643760369143221,-1.6383643993658474
88,2024-10-27,West Ham,Man United,0.3753839801626126,-0.3794329039523983,1,-0.8478928585481879,-0.7429084307898843,0,-0.47392388719412154,0.06274010201890298,L,W,D,W,D,L,-0.6138917103976951,-0.29638648945271406,-1.1217509584113037,-0.8481749302588855,-0.6898496243360138
89,2024-10-27,Arsenal,Liverpool,0.3753839801626126,0.4315687228160868,0,1.4239731739254256,0.4063421803767875,1,1.2169814691427718,1.898743656086238,L,W,W,W,W,W,1.057814059718685,1.7744999857731063,1.4276153829687952,2.474405468943923,-0.45272093057855545
90,2024-11-02,Newcastle,Arsenal,-0.40319020091539864,-1.1904345307208835,1,0.28804015768861885,-0.7429084307898843,1,0.05213555699957866,1.017461950133917,L,L,D,D,L,W,-0.14277462972853358,0.931353349431165,-1.0084457876832995,1.4776313491830806,-1.258958489353914
91,2024-11-02,Bournemouth,Man City,0.3753839801626126,-0.3794329039523983,1,0.28804015768861885,-0.7429084307898843,1,0.05213555699957866,1.8436635494642175,D,W,L,W,W,W,-0.005998703082647927,1.4638670144892334,-0.24363588526926971,1.4776313491830806,-0.8321268405904889
92,2024-11-02,Ipswich,Leicester,-0.40319020091539864,-0.3794329039523983,0,-0.8478928585481879,-0.7429084307898843,0,-1.300588728069936,-0.4697009286606243,L,L,L,L,W,W,-1.51053389618739,-0.5330592294785221,-1.7732556900973289,-1.2634974801592367,-1.0455426649722015
